title,score,developer,publisher,rom_name,size,running_total
Disney/Pixar Buzz Lightyear of Star Command,6.6,Traveller's Tales,Activision,Disney-Pixar Buzz Lightyear of Star Command (USA).bin,520.6 MiB,109.4 GiB
Persona 2: Eternal Punishment,6.6,Atlus,Atlus,Persona 2 - Eternal Punishment (USA).bin,691.2 MiB,110.1 GiB
Alien Resurrection,6.5,Argonaut Games,Fox Interactive,Alien Resurrection (USA) (Track 1).bin,257.5 MiB,110.3 GiB
Disney's Aladdin in Nasira's Revenge,6.5,Argonaut Games,SCEA,Disney's Aladdin in Nasira's Revenge (USA).bin,603.7 MiB,110.9 GiB
David Beckham Soccer,6.5,Yoyo Entertainment,Majesco,David Beckham Soccer (USA).bin,253.1 MiB,111.2 GiB
Razor Freestyle Scooter,6.5,Shaba Games,Crave,Razor Freestyle Scooter (USA) (Track 1).bin,253.7 MiB,111.4 GiB
Tiger Woods PGA Tour 2001,6.5,Stormfront Studios,EA Sports,Tiger Woods PGA Tour 2000 (USA).bin,274.9 MiB,111.7 GiB
World's Scariest Police Chases,6.5,Unique Development Studios,Activision,World's Scariest Police Chases (USA).bin,417.1 MiB,112.1 GiB
Surf Riders,6.4,ACOT,Ubisoft,Surf Riders (USA) (Track 01).bin,106.9 MiB,112.2 GiB
Strikers 1945 II,6.3,Psikyo,Agetec,Strikers 1945 II (Japan) (Track 1).bin,294.5 MiB,112.5 GiB
The Weakest Link,6.3,Traveller's Tales,Activision,"Weakest Link, The (USA) (Rev 1).bin",688.8 MiB,113.1 GiB
Tomb Raider: Chronicles,6.3,Core Design Ltd.,Eidos Interactive,Tomb Raider Chronicles (USA) (Rev 1).bin,622.0 MiB,113.7 GiB
