title,score,developer,publisher,rom_name,size,running_total
Bust-A-Move Deluxe,6.7,Taito Corporation,Majesco,Bust-A-Move - Deluxe (USA).iso,67.0 MiB,121.6 GiB
Neopets Petpet Adventures: The Wand of Wishing,6.6,SCEA,SCEA,Neopets - Petpet Adventures - The Wand of Wishing (USA).iso,823.3 MiB,122.4 GiB
Monster Kingdom: Jewel Summoner,6.6,Gaia (Sony),Atlus,Monster Kingdom - Jewel Summoner (USA).iso,507.1 MiB,122.9 GiB
Coded Arms,6.6,Konami,Konami,Coded Arms (USA) (v1.01).iso,175.1 MiB,123.0 GiB
Puzzle Guzzle,6.5,Irem,Agetec,Puzzle Guzzle (USA) (v1.02).iso,117.5 MiB,123.2 GiB
Juiced: Eliminator,6.5,Juice Games,THQ,Juiced Eliminator (USA).iso,1.2 GiB,124.3 GiB
Fighting Fantasy: Talisman of Death,6.5,Laughing Jackal,SCEA,Fighting Fantasy - Talisman of Death (USA) (minis) (PSN).iso,150.9 MiB,124.5 GiB
Capcom Puzzle World,6.5,Capcom,Capcom,Capcom Puzzle World (USA) (v1.02).iso,489.3 MiB,125.0 GiB
Brothers in Arms: D-Day,6.5,Ubisoft Shanghai,Ubisoft,Brothers in Arms - D-Day (USA) (v1.01).iso,1.4 GiB,126.3 GiB
Tom Clancy's Splinter Cell Essentials,6.4,Ubisoft,Ubisoft,Tom Clancy's Splinter Cell - Essentials (USA) (v1.02).iso,1.7 GiB,128.0 GiB
Samurai Warriors: State of War,6.4,Omega Force,Koei,Samurai Warriors - State of War (USA) (v1.01).iso,312.4 MiB,128.3 GiB
Hot Brain,6.4,Creat Studios,Midway,"Hot Brain (USA) (En,Fr,De,Es,It).iso",522.4 MiB,128.8 GiB
Crazy Taxi: Fare Wars,6.4,Sega,Sega,"Crazy Taxi - Fare Wars (USA) (En,Fr,De,Es,It) (v2.01).iso",530.2 MiB,129.3 GiB
Astonishia Story,6.4,Sonnori,Ubisoft,Astonishia Story (USA) (v1.02).iso,110.2 MiB,129.4 GiB
WTF: Work Time Fun,6.3,SCEJ,D3Publisher,WTF - Work Time Fun (USA) (v1.01).iso,419.2 MiB,129.9 GiB
The Con,6.3,SCEA,SCEA,"Con, The (USA).iso",818.5 MiB,130.7 GiB
Midway Arcade Treasures: Extended Play,6.3,Digital Eclipse,Midway,Midway Arcade Treasures - Extended Play (USA).iso,618.2 MiB,131.3 GiB
Miami Vice: The Game (2006),6.3,Rebellion,Sierra Entertainment,Miami Vice - The Game (USA) (v1.01).iso,330.6 MiB,131.6 GiB
Bounty Hounds,6.3,Xpec,Namco Bandai Games,Bounty Hounds (USA).iso,1.1 GiB,132.6 GiB
ATV Offroad Fury: Blazin' Trails,6.3,Climax Studios,SCEA,ATV Offroad Fury - Blazin' Trails (USA) (v1.01).iso,861.6 MiB,133.5 GiB
Naruto Shippuden: Ultimate Ninja Heroes 3,6.2,CyberConnect2,Namco Bandai Games,Naruto Shippuden - Ultimate Ninja Heroes 3 (USA).iso,1.3 GiB,134.8 GiB
Fading Shadows,6.2,Ivolgamus,Agetec,"Fading Shadows (USA) (En,Fr,De,Es,It,Nl,Ru) (v1.03).iso",702.8 MiB,135.4 GiB
