title,score,developer,publisher,rom_name,size,running_total
Mobile Suit Gundam: Encounters in Space,7.8,Bec,Bandai,Mobile Suit Gundam - Encounters in Space (USA).iso,4.3 GiB,531.0 GiB
Karaoke Revolution Presents: American Idol,7.8,Blitz Games,Konami,Karaoke Revolution Presents - American Idol (USA).iso,3.8 GiB,534.8 GiB
EyeToy: Play 2,7.8,SCEE,SCEA,EyeToy - Play 2 (USA).iso,1.2 GiB,536.0 GiB
EyeToy: Kinetic,7.8,SCEE London Studio,SCEA,EyeToy - Kinetic (USA).iso,4.0 GiB,540.0 GiB
Dynasty Tactics 2,7.8,Koei,Koei,Dynasty Tactics 2 (USA).iso,2.8 GiB,542.7 GiB
Dropship: United Peace Force,7.8,Camden Studio,Bam Entertainment,Dropship - United Peace Force (USA).iso,921.9 MiB,543.6 GiB
Drakengard,7.8,Cavia Inc.,Square Enix,Drakengard (USA).iso,4.1 GiB,547.7 GiB
Dragon Ball Z: Infinite World,7.8,Dimps Corporation,Atari SA,Dragon Ball Z - Infinite World (USA).iso,2.3 GiB,550.0 GiB
Destruction Derby Arenas,7.8,Studio 33,Gathering,Destruction Derby Arenas (USA).iso,2.5 GiB,552.5 GiB
Culdcept (2003),7.8,Omiya Soft,NEC Interchannel,Culdcept (USA).iso,4.0 GiB,556.5 GiB
Breath of Fire: Dragon Quarter,7.8,Capcom,Capcom,Breath of Fire - Dragon Quarter (USA).iso,1.4 GiB,557.9 GiB
ATV Offroad Fury 3,7.8,Climax Studios,SCEA,ATV Offroad Fury 3 (USA).iso,4.1 GiB,562.0 GiB
.hack//G.U. vol. 1//Rebirth,7.8,CyberConnect2,Namco Bandai Games,Dot Hack G.U. Vol. 1 - Rebirth (USA).iso,3.4 GiB,565.4 GiB
World Tour Soccer 2002,7.7,Team Soho,989 Sports,World Tour Soccer 2002 (USA).bin,516.2 MiB,565.9 GiB
Taiko Drum Master,7.7,Namco,Namco,Taiko Drum Master (USA).bin,449.3 MiB,566.3 GiB
Stuart Little 3: Big Photo Adventure,7.7,Magenta Software,Sega,Stuart Little 3 - Big Photo Adventure (USA).iso,1.7 GiB,568.0 GiB
Smuggler's Run 2: Hostile Territory,7.7,Angel Studios,Rockstar Games,Smuggler's Run 2 - Hostile Territory (USA).iso,1.5 GiB,569.5 GiB
MTV Music Generator 2,7.7,Jester Interactive,Codemasters,MTV Music Generator 2 (USA).bin,714.8 MiB,570.2 GiB
MotoGP (2000),7.7,Namco,Namco,MotoGP 4 (USA).iso,1.2 GiB,571.4 GiB
Monster Rancher 4,7.7,Tecmo,Tecmo,Monster Rancher 4 (USA).iso,1.6 GiB,572.9 GiB
Mobile Suit Gundam: Federation vs. Zeon,7.7,Capcom,Bandai,Mobile Suit Gundam - Federation vs. Zeon (USA).iso,4.0 GiB,576.9 GiB
Gungrave,7.7,RED Entertainment,Sega,Gungrave (USA).iso,1.3 GiB,578.2 GiB
EverQuest Online Adventures: Frontiers,7.7,Sony Online Entertainment,Sony Online Entertainment,EverQuest - Online Adventures - Frontiers (USA).iso,2.8 GiB,581.0 GiB
ESPN MLS ExtraTime,7.7,Konami Computer Entertainment Hawaii,Konami,ESPN MLS ExtraTime (USA).bin,559.3 MiB,581.6 GiB
Dragon Ball Z: Budokai Tenkaichi,7.7,Spike,Atari SA,Dragon Ball Z - Budokai Tenkaichi (USA).iso,3.2 GiB,584.8 GiB
Dance Dance Revolution Extreme,7.7,KCET,Konami,Dance Dance Revolution Extreme (USA).iso,1.2 GiB,586.0 GiB
Champions: Return to Arms,7.7,Snowblind Studios,Sony Online Entertainment,Champions - Return to Arms (USA) (v2.00).iso,4.0 GiB,590.0 GiB
Buzz! The Hollywood Quiz,7.7,Relentless Software,SCEA,Buzz! The Hollywood Quiz (USA).iso,3.6 GiB,593.5 GiB
Arcana Heart,7.7,Examu,Atlus,Arcana Heart (USA).iso,2.0 GiB,595.5 GiB
WWF SmackDown! Just Bring It,7.6,Yuke's,THQ,WWF SmackDown! Just Bring It (USA).iso,2.6 GiB,598.1 GiB
Wild Arms Alter Code: F,7.6,Media.Vision,Agetec,Wild Arms - Alter Code - F (USA).iso,7.7 GiB,605.9 GiB
Tokyo Xtreme Racer Zero,7.6,Genki,Crave,Tokyo Xtreme Racer - Zero (USA).iso,1.5 GiB,607.3 GiB
SingStar Legends,7.6,SCEE London Studio,SCEA,SingStar Legends (USA).iso,3.5 GiB,610.8 GiB
SingStar Amped,7.6,SCEE London Studio,SCEA,SingStar Amped (USA).iso,4.4 GiB,615.2 GiB
Shining Force Neo,7.6,Neverland,Sega,Shining Force Neo (USA).iso,2.5 GiB,617.7 GiB
Nobunaga's Ambition: Iron Triangle,7.6,Koei,Koei,Nobunaga's Ambition - Iron Triangle (USA).iso,2.1 GiB,619.8 GiB
MVP 07 NCAA Baseball,7.6,EA Canada,Electronic Arts,MVP 07 NCAA Baseball (USA).iso,4.0 GiB,623.8 GiB
