title,score,developer,publisher,rom_name,size,running_total
Maximo vs Army of Zin,8.3,Capcom,Capcom,Maximo vs Army of Zin (USA).iso,1.1 GiB,1004.4 GiB
Mega Man X8,8.3,"Valuewave Co.,Ltd.",Capcom,Mega Man X8 (USA).iso,2.3 GiB,1006.7 GiB
MLB 06: The Show,8.3,SCEA San Diego Studios,SCEA,MLB 06 - The Show (USA).iso,4.2 GiB,1010.9 GiB
NBA Ballers,8.3,Midway,Midway,NBA Ballers (USA).iso,2.8 GiB,1013.7 GiB
NBA Live 2003,8.3,EA Canada,Electronic Arts,NBA Live 2003 (USA).iso,3.5 GiB,1017.2 GiB
Obscure: The Aftermath,8.3,Hydravision,Ignition Entertainment,"ObsCure - The Aftermath (USA) (En,Fr,Es).iso",1.9 GiB,1019.1 GiB
Pitfall: The Lost Expedition,8.3,Edge of Reality,Activision,Pitfall - The Lost Expedition (USA).iso,1.2 GiB,1020.4 GiB
Radiata Stories,8.3,Tri-Ace,Square Enix,Radiata Stories (USA).iso,4.3 GiB,1.0 TiB
Raw Danger!,8.3,Irem,Agetec,Raw Danger (USA).iso,1.5 GiB,1.0 TiB
Rogue Galaxy,8.3,Level 5,SCEA,Rogue Galaxy (USA).iso,6.5 GiB,1.0 TiB
Rygar: The Legendary Adventure,8.3,Tecmo,Tecmo,Rygar - The Legendary Adventure (USA).iso,1.7 GiB,1.0 TiB
Scaler,8.3,Artificial Mind and Movement,Global Star Software,"Scaler (USA) (En,Fr).iso",1.2 GiB,1.0 TiB
Soul Nomad & the World Eaters,8.3,Nippon Ichi Software,NIS America,Soul Nomad & the World Eaters (USA).iso,1.8 GiB,1.0 TiB
Steambot Chronicles,8.3,Irem,Atlus,Steambot Chronicles (USA).iso,2.5 GiB,1.0 TiB
Stella Deus: The Gate of Eternity,8.3,Pinegrow,Atlus,Stella Deus - The Gate of Eternity (USA).iso,3.5 GiB,1.0 TiB
Suikoden Tactics,8.3,Konami,Konami,Suikoden Tactics (USA).iso,1.3 GiB,1.0 TiB
The Incredible Hulk: Ultimate Destruction,8.3,Radical Entertainment,VU Games,"Incredible Hulk, The - Ultimate Destruction (USA).iso",3.9 GiB,1.0 TiB
The Punisher,8.3,Volition Inc.,THQ,"Punisher, The (USA).iso",1.9 GiB,1.0 TiB
The Sims,8.3,Maxis,Maxis,"Sims, The (USA).bin",554.2 MiB,1.0 TiB
The SpongeBob SquarePants Movie,8.3,Heavy Iron Studios,THQ,Nickelodeon SpongeBob SquarePants - The Movie (USA).iso,1.2 GiB,1.0 TiB
TOCA Race Driver 2: The Ultimate Racing Simulator,8.3,Codemasters,Codemasters,TOCA Race Driver 3 - The Ultimate Racing Simulator (USA).iso,4.4 GiB,1.0 TiB
TOCA Race Driver 3 Challenge,8.3,Codemasters,Codemasters,TOCA Race Driver 3 (Europe) (Honda Civic 2006 Demo).iso,1.3 GiB,1.0 TiB
Tourist Trophy,8.3,Polyphony Digital,SCEA,Tourist Trophy (USA).iso,2.8 GiB,1.0 TiB
Virtua Tennis 2,8.3,Hitmaker,Sega,Virtua Quest (USA).iso,1.5 GiB,1.0 TiB
Wakeboarding Unleashed Featuring Shaun Murray,8.3,Shaba Games,Activision,Wakeboarding Unleashed featuring Shaun Murray (USA).iso,4.2 GiB,1.0 TiB
War of the Monsters,8.3,Incognito Inc.,SCEA,War of the Monsters (USA).iso,1.2 GiB,1.0 TiB
WWE SmackDown vs. Raw 2007,8.3,Yuke's,THQ,WWE SmackDown vs. Raw 2007 (USA).iso,4.1 GiB,1.0 TiB
Ar tonelico: Melody of Elemia,8.2,Gust,NIS America,Ar tonelico - Melody of Elemia (USA).iso,2.9 GiB,1.0 TiB
Armored Core 2,8.2,From Software,Agetec,Armored Core 2 (USA).iso,3.3 GiB,1.1 TiB
ATV Offroad Fury,8.2,Rainbow Studios,SCEA,ATV Offroad Fury (USA) (v3.01).iso,841.5 MiB,1.1 TiB
ATV Offroad Fury 2,8.2,Rainbow Studios,SCEA,ATV Offroad Fury 2 (USA) (v2.00).iso,4.2 GiB,1.1 TiB
Baroque,8.2,Sting,Atlus,Baroque (USA).iso,2.3 GiB,1.1 TiB
Blood Will Tell,8.2,Sega,Sega,,,
Brothers in Arms: Road to Hill 30,8.2,Gearbox Software,Ubisoft,Brothers in Arms - Road to Hill 30 (USA).iso,2.9 GiB,1.1 TiB
Burnout Dominator,8.2,Criterion Games,Electronic Arts,Burnout Dominator (USA).iso,3.9 GiB,1.1 TiB
Call of Duty 3,8.2,Treyarch,Activision,Call of Duty 3 (USA).iso,3.5 GiB,1.1 TiB
Disney's Chicken Little,8.2,Avalanche Software,Buena Vista Games,Disney's Chicken Little (USA).iso,1.5 GiB,1.1 TiB
Drakan: The Ancients' Gates,8.2,Surreal Software,SCEA,Drakan - The Ancients' Gates (USA).iso,1.7 GiB,1.1 TiB
Extermination,8.2,Deep Space,SCEA,Extermination (USA).iso,1.9 GiB,1.1 TiB
FIFA 2002,8.2,EA Sports,EA Sports,"FIFA 2001 (USA) (En,De,Es,Nl,Sv).bin",505.5 MiB,1.1 TiB
Ford Racing 2,8.2,Razorworks,Take-Two Interactive,Ford Racing 2 (USA).bin,682.5 MiB,1.1 TiB
Freekstyle,8.2,Page 44 Studios,EA Sports Big,Freekstyle (USA).bin,632.2 MiB,1.1 TiB
Gitaroo Man,8.2,Koei/Inis,Koei,Gitaroo Man (USA).iso,2.7 GiB,1.1 TiB
I-Ninja,8.2,Argonaut Games,Namco,I-Ninja (USA).iso,1.2 GiB,1.1 TiB
Makai Kingdom: Chronicles of the Sacred Tome,8.2,Nippon Ichi Software,NIS America,Makai Kingdom - Chronicles of the Sacred Tome (USA).iso,1.2 GiB,1.1 TiB
Mana Khemia 2: Fall of Alchemy,8.2,Gust,NIS America,Mana Khemia 2 - Fall of Alchemy (USA).iso,4.0 GiB,1.1 TiB
Need for Speed: Carbon,8.2,EA Canada,EA Games,Need for Speed - Carbon (USA).iso,3.4 GiB,1.1 TiB
NHL Hitz 20-03,8.2,EA Black Box,Midway,NHL Hitz 2003 (USA).iso,1.5 GiB,1.1 TiB
Nightshade (2003),8.2,Overworks,Sega,Nightshade (USA).iso,3.6 GiB,1.1 TiB
Predator: Concrete Jungle,8.2,Eurocom,VU Games,Predator - Concrete Jungle (USA).iso,3.8 GiB,1.1 TiB
